No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date,AH Close,AH Change
100,IRIX,IRIDEX Corporation,Healthcare,Medical Devices,USA,23.67M,-,-,-,0.66,1.35,1.99,-,-,-,-0.56,38.80%,46.40%,-21.60%,30.00%,0.30%,4.60%,-17.80%,13.89M,11.23M,2.40%,0.00%,47.70%,-3.06%,1.62%,2.52,-25.00%,-38.60%,-39.70%,2.80,2.00,0.06,0.14,41.40%,-22.10%,-21.50%,-0.59%,-1.18%,-7.18%,-23.64%,-30.00%,-24.66%,1.09,0.10,5.37%,5.48%,11.83%,9.34%,3.58%,-3.88%,23.75%,-53.30%,62.30%,63.32,6.45%,10.71%,-,72.54K,5.07,1.98,17.86%,"364,248",Nov 09/a,-,2/16/1996,-,-
101,ISR,"Isoray, Inc.",Healthcare,Medical Instruments & Supplies,USA,42.76M,-,-,-,4.41,6.41,-,-,-,-,-0.05,33.50%,25.00%,5.30%,-,16.00%,14.50%,4.30%,87.23M,86.06M,0.40%,357.22%,7.90%,-2.93%,0.83%,0.66,-38.80%,-58.90%,-61.00%,3.10,2.70,0.00,0.00,52.70%,-33.90%,-34.40%,7.49%,24.31%,-20.56%,-23.87%,-22.17%,-28.09%,1.86,0.04,13.37%,8.67%,13.46%,13.71%,-17.85%,-17.52%,35.67%,-54.95%,35.67%,59.86,2.70%,3.56%,2.00,1.09M,1.36,0.48,6.36%,"1,465,150",Nov 10/a,-,11/10/2005,-,-
102,ITP,"IT Tech Packaging, Inc.",Basic Materials,Paper & Paper Products,China,16.42M,-,-,-,0.16,0.09,2.00,23.46,-,-,-0.07,120.70%,-,-30.20%,20.00%,-3.00%,-119.00%,1.50%,25.82M,23.10M,19.00%,0.00%,2.20%,12.23%,3.40%,0.35,-0.90%,-1.10%,1.60%,1.80,1.30,0.03,0.10,10.30%,-0.10%,-1.70%,-11.59%,-5.07%,20.65%,7.38%,-36.71%,-38.39%,0.48,0.06,9.52%,9.78%,-14.01%,-12.33%,0.67%,-58.99%,14.00%,-58.99%,45.78%,39.92,-1.57%,0.00%,-,2.27M,0.42,0.57,-1.57%,"945,784",Nov 12/b,-,10/1/2007,-,-
103,JOB,"GEE Group, Inc.",Industrials,Staffing & Employment Services,USA,18.30M,1.08,-,-,0.13,0.41,1.10,91.49,-,0.00%,0.95,-83.70%,-15.80%,-26.60%,-,30.70%,432.00%,-30.20%,15.79M,13.15M,12.70%,-11.94%,17.50%,205.85%,0.05%,0.01,15.30%,132.80%,-6.40%,1.30,1.30,1.53,1.73,34.50%,5.70%,13.90%,-0.97%,1.98%,5.70%,72.88%,161.54%,161.54%,2.36,0.05,3.39%,5.31%,-2.66%,1.69%,30.95%,-30.14%,21.43%,-59.04%,508.23%,48.79,0.00%,0.00%,2.00,480.41K,0.27,1.02,0.00%,"128,757",-,1.75,9/19/1968,-,-
104,JT,Jianpu Technology Inc.,Financial,Credit Services,China,61.50M,-,-,-,0.25,0.04,0.58,-,-,-,-21.21,-119.50%,-,-,-,-,-156.70%,-61.00%,21.13M,13.99M,-,-,26.00%,-2.12%,1.24%,1.28,-17.80%,-26.90%,-36.60%,2.90,2.90,0.00,0.05,91.80%,-28.20%,-22.30%,12.89%,5.21%,-33.09%,-50.54%,-77.14%,-75.76%,-,0.26,9.32%,9.10%,4.48%,-17.46%,-43.86%,-65.54%,20.62%,-78.59%,20.62%,48.99,2.30%,-2.08%,2.00,135.93K,1.28,2.89,0.17%,"172,687",-,1.13,11/16/2017,-,-
105,KERN,Akerna Corp.,Healthcare,Health Information Services,USA,78.04M,-,-,-,5.96,1.45,5.46,-,-,-,-1.38,36.20%,38.60%,-,-,-,-57.70%,15.60%,14.06M,11.46M,1.50%,0.00%,9.30%,21.06%,6.42%,0.44,-34.20%,-57.90%,-35.90%,1.00,1.00,0.15,0.42,50.00%,-,-,5.19%,21.84%,-0.52%,-52.70%,-54.17%,-54.33%,-,0.40,7.83%,13.14%,2.18%,9.61%,-35.22%,-22.89%,76.96%,-66.58%,76.96%,54.01,-1.29%,1.04%,2.00,1.68M,0.50,3.84,-0.26%,"826,081",Sep 24/b,-,2/26/2018,-,-
106,KIQ,Kelso Technologies Inc.,Industrials,Railroads,Canada,25.00M,15.59,-,-,1.66,2.03,-,-,-,-,0.03,-,-,-,-,-,-,-71.70%,47.17M,45.07M,4.27%,0.00%,5.04%,-,0.39%,2.10,-,-,-,-,-,-,-,-,-,-,3.94%,0.53%,0.97%,-26.35%,-28.38%,-26.70%,-,0.03,4.80%,7.40%,5.24%,0.45%,-5.86%,-13.18%,20.94%,-46.15%,20.94%,55.78,-1.91%,3.53%,-,82.69K,1.02,0.54,1.55%,"83,200",Oct 29/b,-,10/20/2003,-,-
107,KTOV,Purple Biotech Ltd.,Healthcare,Biotechnology,Israel,71.77M,-,-,-,71.77,1.18,-,-,-,-,-7.80,-,-,-,-,-,-,0.00%,17.21M,15.45M,1.91%,0.00%,14.52%,-,0.09%,0.04,-,-,-,-,-,-,-,-,-,-,1.21%,1.96%,-2.34%,-49.15%,-43.65%,-46.51%,-,0.14,2.70%,3.58%,0.31%,-1.12%,-15.91%,-17.43%,8.59%,-71.04%,89.55%,50.11,0.00%,0.00%,-,349.37K,0.91,4.17,0.00%,0,-,-,11/20/2015,-,-
108,KTRA,"Kintara Therapeutics, Inc.",Healthcare,Biotechnology,USA,33.49M,-,-,-,-,-,1.48,-,-,-,-1.99,72.30%,58.20%,28.20%,-,-,-522.30%,-,17.11M,16.05M,1.60%,0.00%,1.20%,18.75%,1.35%,0.58,-320.90%,-,-,9.60,9.60,-,-,-,-,-,-0.74%,-6.90%,8.87%,80.00%,157.44%,95.74%,1.63,0.13,7.06%,8.65%,-0.74%,-3.00%,30.87%,-23.79%,16.25%,-29.65%,261.00%,47.71,0.87%,0.74%,2.00,376.73K,0.43,1.37,1.61%,"161,794",-,-,2/22/2013,-,-
109,LAIX,LAIX Inc.,Consumer Defensive,Education & Training Services,China,69.22M,-,-,-,0.47,-,1.38,-,-,-,-1.74,-8.20%,1.40%,-,-,-,67.00%,-8.70%,49.47M,29.44M,-,-,36.70%,-0.02%,0.05%,0.12,-75.40%,107.80%,180.70%,0.40,0.40,-,-,69.40%,-60.00%,-58.40%,-4.76%,-20.00%,-27.84%,-45.95%,-81.77%,-71.19%,-,0.09,3.42%,7.02%,-4.16%,-16.03%,-43.89%,-43.31%,5.88%,-79.19%,5.88%,41.81,2.13%,0.71%,4.00,122.93K,0.46,1.44,2.86%,"56,530",-,1.50,9/27/2018,-,-
110,LEE,"Lee Enterprises, Incorporated",Communication Services,Publishing,USA,68.82M,-,-,-,0.11,-,2.04,1.65,-,-,-0.06,-121.90%,-,-16.30%,3.00%,-1.00%,-325.10%,55.10%,56.16M,50.38M,5.80%,0.00%,43.00%,-6.38%,3.74%,8.18,-0.40%,8.90%,9.10%,0.80,0.70,-,-,96.10%,8.10%,-0.50%,-0.84%,20.94%,51.92%,22.15%,-17.48%,-16.90%,1.50,0.07,5.49%,6.82%,6.49%,21.94%,25.66%,-6.30%,55.15%,-61.49%,67.61%,61.91,0.85%,0.00%,-,230.04K,0.72,1.19,0.85%,"164,714",Dec 10/b,-,3/17/1970,-,-
111,LMFA,"LM Funding America, Inc.",Financial,Credit Services,USA,9.77M,-,-,-,6.11,0.53,0.80,-,-,-,-1.15,-102.40%,-,-16.70%,-,-16.90%,-129.90%,-50.00%,15.40M,12.91M,22.73%,0.00%,23.80%,-,1.21%,0.06,-72.90%,-95.90%,-,17.00,17.00,0.03,0.00,-7.70%,-,-,0.11%,1.10%,17.70%,-56.47%,-22.49%,-18.00%,1.65,0.06,7.05%,10.00%,-5.70%,1.16%,-23.31%,-24.15%,21.92%,-86.82%,114.90%,48.27,2.15%,-0.71%,-,2.73M,0.26,0.64,1.43%,"691,409",-,-,12/8/2015,-,-
112,LODE,Comstock Mining Inc.,Real Estate,Real Estate Services,USA,34.80M,1.77,-,-,174.00,0.91,3.05,-,-,0.00%,0.56,75.40%,-129.10%,-,-,-,4379.20%,2.20%,32.08M,27.23M,0.50%,85.11%,8.70%,15.14%,0.11%,0.06,42.20%,66.90%,-20.40%,4.10,4.10,0.00,0.14,-,-,-,-1.96%,0.20%,-7.41%,9.27%,159.67%,126.55%,1.43,0.06,5.62%,5.69%,2.23%,1.87%,28.32%,-18.46%,14.58%,-50.00%,221.21%,53.67,4.95%,1.00%,-,462.07K,0.96,1.06,6.00%,"437,401",Nov 17/b,-,2/28/2002,-,-
113,LPCN,Lipocine Inc.,Healthcare,Biotechnology,USA,95.27M,-,-,-,-,6.50,5.07,-,-,-,-0.44,8.00%,29.70%,20.60%,-,-,83.40%,-,64.83M,63.58M,2.10%,-5.68%,11.00%,63.97%,6.15%,1.94,-88.90%,-195.30%,-96.30%,4.30,4.30,0.22,0.44,-,-,-,4.38%,-3.38%,0.00%,22.22%,314.85%,271.53%,0.77,0.11,4.23%,8.65%,-5.23%,-1.04%,18.87%,-18.79%,22.17%,-41.21%,366.78%,47.39,-0.35%,-1.40%,1.50,2.02M,0.68,1.40,-1.75%,"1,360,740",-,-,6/15/2012,-,-
114,LUB,"Luby's, Inc.",Consumer Cyclical,Restaurants,USA,88.37M,-,-,-,0.41,1.19,5.85,-,-,-,-0.97,-90.10%,-,-21.54%,7.00%,-11.50%,182.80%,-56.20%,30.56M,18.71M,5.20%,0.00%,37.40%,4.00%,6.96%,8.24,-15.10%,-36.40%,-19.00%,1.00,1.00,0.74,0.00,63.40%,-11.20%,-13.80%,6.32%,-2.05%,12.60%,101.41%,30.59%,30.00%,1.07,0.13,3.79%,5.19%,0.93%,2.69%,71.78%,-9.12%,12.89%,-12.42%,528.26%,54.39,1.76%,-0.70%,-,158.13K,0.13,2.89,1.05%,"20,311",-,-,2/22/1982,-,-
115,LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,USA,83.97M,-,-,-,0.25,0.43,1.99,-,-,-,-3.70,8.00%,33.80%,-40.89%,12.00%,-5.90%,24.10%,-2.00%,28.21M,25.55M,0.50%,0.00%,33.30%,-11.24%,2.63%,3.48,-9.60%,-49.30%,-2.50%,1.40,1.20,2.64,2.73,2.40%,-10.90%,-31.00%,-2.88%,28.57%,58.82%,145.45%,-41.68%,-35.71%,2.87,0.21,7.23%,9.28%,3.03%,17.78%,58.87%,-8.55%,52.26%,-43.21%,181.68%,56.26,2.43%,1.85%,-,193.12K,0.29,2.82,4.33%,"54,613",Nov 05/a,-,11/4/1969,-,-
116,MBRX,"Moleculin Biotech, Inc.",Healthcare,Biotechnology,USA,49.49M,-,-,-,-,3.30,3.87,-,-,-,-0.33,29.30%,0.00%,-20.70%,-,-,39.40%,-,61.48M,55.49M,1.70%,0.00%,17.10%,-7.20%,4.21%,1.61,-67.80%,-121.50%,-,4.40,4.40,0.00,0.00,-,-,-,0.23%,-4.30%,-3.29%,-20.52%,-23.01%,-13.34%,2.12,0.06,4.61%,7.24%,-0.73%,3.46%,-7.91%,-34.12%,23.15%,-59.20%,148.82%,51.46,1.73%,-0.38%,1.70,1.45M,0.76,0.80,1.35%,"1,088,050",-,-,6/2/2016,-,-
117,MCHX,"Marchex, Inc.",Communication Services,Advertising Agencies,USA,88.81M,-,-,-,0.84,1.45,1.99,-,-,-,-0.71,-40.90%,-27.30%,31.10%,15.00%,-9.40%,-192.10%,6.90%,47.13M,32.60M,5.30%,227.37%,78.50%,-2.59%,1.32%,5.05,-31.10%,-42.10%,-4.80%,2.40,2.40,0.00,0.08,42.70%,-34.40%,-31.70%,-2.73%,6.47%,18.89%,44.59%,-45.41%,-43.39%,1.89,0.11,4.57%,5.00%,-5.96%,4.90%,20.42%,-15.66%,25.00%,-48.15%,90.91%,47.02,-2.33%,0.47%,2.00,85.17K,0.38,2.10,-1.87%,"32,021",Nov 04/a,-,3/31/2004,-,-
118,MIND,"MIND Technology, Inc.",Technology,Scientific & Technical Instruments,USA,28.08M,-,-,-,1.00,0.86,10.40,-,-,-,-1.36,38.30%,-60.00%,-8.30%,15.00%,-12.50%,-57.10%,-20.70%,12.31M,12.13M,4.90%,15.32%,48.00%,-6.17%,0.15%,0.09,-47.00%,-59.60%,-23.60%,4.30,2.40,0.05,0.05,38.20%,-48.90%,-81.10%,21.47%,4.37%,5.39%,16.22%,-22.38%,-25.09%,1.94,0.27,12.42%,12.63%,-6.30%,-2.65%,15.94%,-34.35%,27.06%,-35.19%,208.57%,46.38,1.41%,-0.93%,3.00,209.81K,0.34,2.16,0.47%,"70,161",Dec 03/a,-,12/19/1994,-,-
119,MLND,"Millendo Therapeutics, Inc.",Healthcare,Biotechnology,USA,41.63M,-,-,-,-,1.09,-,-,-,-,-2.41,81.50%,27.70%,37.00%,-,-,61.30%,-,19.00M,17.80M,6.29%,0.00%,41.80%,-6.23%,3.09%,1.41,-67.10%,-85.30%,-,6.50,6.50,0.00,0.01,-,-,-,13.07%,31.58%,47.06%,17.80%,-68.27%,-66.62%,1.10,0.12,6.72%,6.54%,15.68%,28.51%,4.70%,-0.88%,58.45%,-77.23%,78.57%,75.11,0.00%,0.00%,1.70,389.54K,0.54,2.25,0.00%,"209,250",Nov 09/b,-,11/12/2012,-,-
120,MMLP,Martin Midstream Partners L.P.,Energy,Oil & Gas Midstream,USA,64.91M,26.72,-,7.42,0.09,-,34.16,2.83,1.23%,621.30%,0.06,139.60%,73.30%,21.50%,3.60%,-12.40%,-181.70%,-14.30%,38.66M,31.85M,1.80%,4.79%,47.20%,1.54%,0.24%,0.35,0.40%,-6.20%,10.40%,1.60,0.80,-,-,46.10%,6.50%,0.30%,-5.78%,0.62%,35.83%,-27.56%,-60.82%,-59.55%,3.07,0.12,5.71%,7.87%,-5.92%,-0.47%,-7.34%,-23.72%,18.41%,-66.19%,81.22%,47.32,-3.53%,4.29%,3.50,222.99K,1.21,1.64,0.61%,"266,504",Oct 21/a,2.25,11/1/2002,-,-
141,PDSB,PDS Biotechnology Corporation,Healthcare,Biotechnology,USA,51.76M,-,-,-,-,1.39,1.54,-,-,-,-1.57,94.50%,1.10%,32.40%,-,-,81.20%,-,18.96M,16.11M,27.64%,0.00%,14.80%,90.07%,2.67%,0.92,-64.50%,-75.30%,-,11.70,11.70,0.00,0.00,-,-,-,7.04%,15.15%,-4.20%,68.89%,3.17%,-13.96%,2.71,0.16,7.06%,7.86%,10.05%,10.62%,23.60%,-12.22%,28.14%,-51.88%,289.45%,58.27,4.64%,0.44%,1.80,465.43K,1.24,2.40,5.10%,"570,609",-,-,10/1/2015,-,-
142,PFIE,"Profire Energy, Inc.",Energy,Oil & Gas Equipment & Services,USA,40.86M,-,-,-,1.71,0.90,3.82,-,-,-,-0.08,-66.00%,33.30%,-17.70%,21.00%,-5.30%,-216.00%,-59.60%,47.93M,32.13M,33.02%,-2.61%,47.40%,4.78%,0.02%,0.06,-7.70%,-8.30%,3.50%,11.80,7.60,0.00,0.00,42.50%,-17.60%,-15.80%,-5.60%,2.50%,24.47%,-4.53%,-41.65%,-42.06%,1.52,0.06,7.83%,6.58%,-2.33%,9.36%,9.31%,-11.85%,36.36%,-42.96%,39.68%,52.42,2.02%,1.81%,2.70,108.96K,0.39,0.87,3.87%,"41,797",Nov 10/b,-,5/11/2007,-,-
143,PFMT,Performant Financial Corporation,Industrials,Specialty Business Services,USA,53.23M,-,-,-,0.33,1.43,3.39,4.33,-,-,-0.40,-226.00%,-,-36.00%,20.00%,-5.10%,124.00%,0.80%,54.68M,34.15M,31.28%,0.00%,60.20%,-0.71%,0.18%,0.10,-17.10%,-51.30%,-16.70%,0.70,0.70,0.00,1.60,-,-12.50%,-13.50%,29.74%,12.49%,58.64%,50.74%,16.46%,-2.95%,-0.82,0.08,10.46%,8.43%,28.41%,2.04%,26.75%,-53.96%,71.18%,-53.96%,85.00%,67.18,-0.10%,1.02%,3.00,614.99K,0.69,1.00,0.92%,"419,819",-,-,8/10/2012,-,-
144,PHX,PHX Minerals Inc.,Energy,Oil & Gas E&P,USA,43.89M,-,-,-,1.82,0.65,4.10,4.88,1.85%,-,-1.45,42.10%,0.00%,-35.30%,-,-15.70%,97.10%,-40.90%,18.92M,17.85M,18.60%,7.49%,44.00%,8.15%,0.53%,0.47,-22.90%,-36.80%,-30.00%,4.00,4.00,0.43,0.46,75.60%,-,-99.50%,5.88%,28.57%,29.34%,-19.70%,-80.35%,-80.73%,1.18,0.22,11.82%,10.94%,11.24%,28.28%,-13.67%,-12.46%,70.08%,-79.75%,70.08%,58.46,4.52%,2.31%,1.00,202.42K,0.74,2.31,6.94%,"148,697",Dec 10/a,3.50,2/3/1992,-,-
145,PLIN,"China Xiangtai Food Co., Ltd.",Consumer Defensive,Packaged Foods,China,22.07M,-,-,-,0.20,0.83,12.98,-,-,-,-0.14,-157.30%,-,-,-,-,-168.30%,-41.30%,22.77M,15.49M,46.57%,0.00%,0.60%,-,0.86%,0.05,-8.90%,-21.60%,0.80%,1.50,-,0.12,0.54,6.50%,0.40%,-4.40%,8.18%,16.24%,26.31%,-43.39%,-78.79%,-77.65%,-,0.09,15.05%,11.09%,6.33%,5.82%,-27.72%,-40.01%,31.72%,-81.01%,45.15%,55.10,4.64%,-1.35%,-,2.54M,0.41,0.90,3.22%,"1,043,190",-,-,8/14/2019,-,-
146,POAI,Predictive Oncology Inc.,Healthcare,Medical Instruments & Supplies,USA,11.68M,-,-,-,8.99,0.81,4.67,-,-,-,-5.41,12.90%,-,58.70%,-,8.20%,65.20%,0.00%,17.68M,16.16M,9.30%,0.39%,2.20%,-64.64%,1.95%,0.29,-114.60%,-252.30%,-145.20%,0.30,0.30,0.00,0.48,62.90%,-,-,-5.85%,-3.64%,-33.09%,-63.33%,-77.24%,-74.71%,1.66,0.05,4.93%,8.00%,6.35%,5.14%,-38.30%,-14.51%,20.62%,-85.66%,20.62%,57.33,13.60%,1.33%,-,1.10M,10.26,0.76,15.12%,"11,191,613",-,-,4/9/2010,-,-
147,PRPO,"Precipio, Inc.",Healthcare,Diagnostics & Research,USA,35.85M,-,-,-,7.47,2.38,16.30,-,-,-,-1.69,83.20%,-,68.20%,20.00%,20.30%,32.70%,100.00%,17.23M,17.02M,0.20%,25.91%,3.20%,297.84%,9.49%,2.22,-81.20%,-124.70%,-91.20%,0.90,0.80,0.04,0.09,13.50%,-,-,-7.87%,-3.76%,-7.66%,35.76%,1.99%,0.00%,2.95,0.17,6.12%,8.47%,-7.07%,-4.54%,23.21%,-26.92%,9.43%,-73.87%,280.04%,42.25,1.96%,0.00%,2.00,728.69K,0.56,2.09,1.96%,"402,046",Nov 19/a,-,7/18/2000,-,-
148,PT,Pintec Technology Holdings Limited,Financial,Credit Services,China,45.64M,-,-,-,0.23,1.59,1.54,-,-,-,-3.27,-,-,-,-,-,-,106.20%,42.45M,33.06M,10.42%,0.00%,0.30%,18.73%,1.11%,1.54,-40.50%,-98.90%,-93.80%,1.10,1.10,0.53,4.24,40.10%,-72.20%,-70.50%,11.62%,22.73%,24.15%,-10.00%,0.93%,-40.66%,-,0.07,6.00%,7.99%,3.90%,3.57%,-10.46%,-31.76%,29.45%,-69.21%,34.67%,55.34,-8.18%,1.85%,-,239.02K,0.87,1.01,-6.48%,"205,620",Sep 21/b,-,10/25/2018,-,-
149,PTE,"PolarityTE, Inc.",Healthcare,Biotechnology,USA,23.61M,-,-,-,2.95,0.98,1.02,-,-,-,-1.69,-329.30%,22.90%,5.60%,15.00%,-3.30%,79.00%,135.70%,38.76M,25.33M,25.20%,-1.01%,23.30%,-0.19%,10.65%,2.35,-99.60%,-160.20%,-226.70%,3.20,3.10,0.11,0.21,59.90%,-,-,1.29%,-32.61%,-39.23%,-47.47%,-77.46%,-76.16%,1.14,0.06,5.52%,7.77%,0.51%,-20.21%,-38.99%,-46.10%,19.89%,-85.59%,19.89%,43.05,6.44%,0.48%,2.30,1.15M,1.61,0.66,6.95%,"1,827,089",-,-,8/16/1999,-,-
150,PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,USA,45.87M,-,-,-,3.73,1.87,1.33,-,-,-,-0.79,75.30%,-2.40%,48.70%,-,-,-77.60%,214.30%,33.93M,26.91M,1.09%,0.00%,30.30%,25.29%,0.97%,0.54,-56.40%,-147.80%,-,3.50,3.50,0.00,0.00,-,-91.10%,-,-3.01%,18.35%,8.40%,-32.46%,51.76%,50.00%,1.70,0.08,7.97%,7.06%,-2.77%,5.88%,-5.34%,-11.54%,28.43%,-38.44%,56.17%,51.39,-2.69%,0.78%,-,479.82K,1.68,1.26,-1.94%,"795,986",-,-,3/21/2014,-,-
151,PVL,Permianville Royalty Trust,Energy,Oil & Gas E&P,USA,26.45M,3.49,-,-,3.53,0.36,264.47,-,19.36%,72.00%,0.23,-33.70%,-,-19.70%,-,-19.90%,-95.50%,-93.30%,33.00M,22.51M,31.80%,0.00%,4.10%,-11.81%,0.22%,0.23,9.90%,9.90%,12.30%,0.40,0.40,0.00,0.00,-,99.90%,98.80%,-3.67%,26.67%,10.56%,-40.53%,-57.57%,-57.57%,1.88,0.05,4.18%,6.42%,0.87%,21.47%,-21.21%,-10.51%,71.20%,-63.37%,71.20%,57.83,0.32%,0.00%,-,215.41K,0.55,0.79,0.32%,"116,648",-,-,11/3/2011,-,-
152,PZG,Paramount Gold Nevada Corp.,Basic Materials,Gold,USA,36.66M,-,-,-,45.82,0.76,8.15,-,-,-,-0.24,-1.00%,-,18.30%,-,39.80%,-7.80%,-,33.72M,26.43M,0.70%,6.54%,8.20%,92.43%,0.65%,1.42,-13.00%,-14.80%,-,8.70,8.70,0.11,0.11,23.50%,-,-,-1.87%,0.00%,-5.41%,-1.87%,42.06%,35.76%,1.99,0.05,4.43%,5.05%,-1.43%,-3.13%,-1.84%,-16.92%,12.50%,-27.03%,129.06%,47.36,2.86%,0.00%,1.50,121.16K,0.61,1.08,2.86%,"73,569",-,-,4/10/2015,-,-
153,QLGN,"Qualigen Therapeutics, Inc.",Healthcare,Biotechnology,USA,82.66M,-,-,-,48.62,-,-,-,-,-,-4.68,71.10%,67.80%,28.00%,-,-,92.80%,-30.30%,19.80M,19.61M,0.10%,33.02%,3.60%,396.87%,7.39%,1.33,-296.70%,985.20%,-,0.80,0.70,-,-,0.70%,-,-,-15.97%,-3.39%,-30.63%,-28.00%,-15.87%,-19.01%,-0.69,0.29,6.44%,8.40%,-6.40%,-12.72%,-41.62%,-34.25%,5.70%,-84.46%,5.70%,43.09,-0.60%,-1.75%,2.00,1.09M,0.80,3.34,-2.34%,"865,451",-,-,6/24/2015,-,-
154,QUIK,QuickLogic Corporation,Technology,Semiconductors,USA,43.80M,-,-,-,4.87,3.29,1.77,-,-,-,-1.28,6.90%,72.20%,9.40%,20.00%,-18.00%,63.50%,-18.20%,11.02M,10.91M,0.30%,0.00%,26.10%,-1.57%,0.45%,0.72,-33.40%,-83.60%,-53.10%,1.60,1.40,0.04,1.14,54.50%,-,-,36.77%,45.21%,36.77%,25.44%,0.62%,-29.33%,1.95,0.24,11.48%,6.83%,20.16%,26.85%,10.95%,-15.94%,52.78%,-56.35%,81.84%,66.11,-10.05%,0.94%,2.00,67.84K,2.72,3.85,-9.20%,"182,607",Nov 04/a,5.00,10/15/1999,-,-
155,RAIL,"FreightCar America, Inc.",Industrials,Railroads,USA,39.76M,-,-,-,0.43,0.67,-,-,-,-,-6.42,-84.80%,71.10%,-5.85%,3.00%,-17.40%,-12.20%,-38.10%,12.43M,11.94M,2.10%,18.58%,28.70%,-11.67%,2.85%,0.35,-33.10%,-90.10%,-59.30%,1.10,0.60,0.09,0.42,-29.20%,-86.60%,-85.80%,-7.17%,60.87%,20.47%,77.40%,21.60%,25.12%,2.26,0.27,7.61%,13.65%,1.17%,25.52%,58.54%,-23.70%,95.56%,-23.70%,261.64%,55.52,0.76%,1.16%,3.00,979.14K,0.24,2.64,1.93%,"231,730",Nov 09/a,2.33,4/6/2005,-,-
156,RAVE,"RAVE Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,17.05M,-,-,-,1.87,23.25,5.88,-,-,-,-0.29,-461.60%,-,-10.30%,10.00%,-26.90%,-68.50%,-34.50%,15.45M,12.91M,0.50%,-,37.70%,2.04%,0.40%,0.02,-42.80%,-298.80%,-156.80%,2.00,-,3.67,3.67,95.80%,-4.90%,-48.50%,-2.19%,-4.90%,104.87%,0.15%,-46.24%,-43.63%,0.89,0.11,10.64%,12.12%,-3.68%,10.08%,21.91%,-27.31%,38.68%,-61.81%,137.21%,50.24,-2.02%,-1.09%,-,2.32M,0.23,0.90,-3.09%,"530,032",-,-,9/1/1993,-,-
157,REED,"Reed's, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,53.17M,-,-,-,1.40,60.20,59.08,-,-,-,-0.21,-12.90%,37.50%,-51.20%,20.00%,-4.90%,69.60%,21.80%,62.94M,59.19M,8.90%,1.22%,19.40%,-3.92%,1.93%,1.81,-64.90%,-,-,1.00,0.40,0.60,20.40,25.80%,-24.50%,-28.20%,-5.14%,-3.60%,-35.06%,-39.19%,-33.11%,-33.85%,1.28,0.05,7.08%,7.71%,-6.10%,-23.29%,-28.12%,-43.41%,4.06%,-63.77%,64.51%,37.53,-3.22%,1.99%,2.00,632.75K,1.46,0.59,-1.30%,"917,697",Nov 09/a,-,12/29/2006,-,-
158,REFR,Research Frontiers Incorporated,Technology,Electronic Components,USA,94.58M,-,-,-,85.98,15.53,17.51,-,-,-,-0.09,-22.60%,-,7.40%,30.00%,-0.40%,-7.40%,-60.00%,31.58M,25.20M,0.90%,-73.63%,17.00%,0.94%,6.19%,7.42,-36.00%,-42.30%,-45.10%,21.10,21.10,0.00,0.00,-,-,-,8.06%,6.50%,23.95%,-45.77%,-3.91%,-1.99%,1.18,0.24,14.08%,8.98%,0.11%,-0.09%,-9.23%,-20.69%,13.20%,-50.35%,70.48%,51.44,-3.41%,-0.68%,-,210.04K,2.08,2.83,-4.07%,"431,637",Nov 05/a,-,7/8/1986,-,-
159,REI,"Ring Energy, Inc.",Energy,Oil & Gas E&P,USA,58.77M,-,9.83,-,0.44,0.11,3.28,0.28,-,-,-1.30,198.70%,-74.09%,6.30%,37.00%,38.70%,-122.10%,-37.40%,67.98M,62.72M,0.40%,184.51%,24.60%,-34.94%,17.53%,6.50,-9.60%,-18.00%,5.20%,1.60,1.60,0.83,0.83,68.10%,-91.40%,-65.80%,-5.20%,16.28%,2.53%,-43.28%,-74.44%,-73.57%,2.65,0.06,7.37%,9.78%,0.70%,12.44%,-15.40%,-23.83%,68.14%,-78.15%,68.14%,54.30,3.02%,0.62%,2.80,1.69M,1.45,0.72,3.65%,"2,434,994",-,1.00,3/29/2007,-,-
